name,course_type,institute_name,institute_tier,cgpa,cgpa_scale,year_of_grad,internship_count,internship_months,internship_employer_type,certifications,region,loan_amount,loan_emi,placed_3m,placed_6m,placed_12m,salary_lpa
Student_02065,Engineering,BITS 65,1,5.47,10.0,2025,2,6,PSU,2,East,24.96,0.3,1,1,1,7.72
Student_02066,MBA,Institute of 66,3,7.73,10.0,2026,1,3,MNC,1,Central,16.13,0.19,0,1,1,
Student_02067,Engineering,IIT 67,1,7.8,10.0,2026,0,0,,3,North,21.41,0.26,1,1,1,11.78
Student_02068,MSc,Institute of 68,3,6.35,10.0,2025,0,0,,4,East,4.92,0.06,0,0,1,
Student_02069,MBA,State Engineering College 69,2,6.96,10.0,2026,2,6,Startup,3,Central,16.52,0.2,0,1,1,
Student_02070,MSc,Institute of 70,3,6.23,10.0,2024,0,0,,0,West,4.74,0.06,0,0,1,
Student_02071,Engineering,State Engineering College 71,2,6.83,10.0,2025,2,10,MNC,3,West,14.5,0.17,0,1,1,
Student_02072,MSc,State Engineering College 72,2,9.22,10.0,2026,1,3,Startup,5,East,8.07,0.1,1,1,1,8.37
Student_02073,Engineering,Institute of 73,3,7.99,10.0,2025,4,8,MNC,4,South,10.84,0.13,1,1,1,3.8
Student_02074,Engineering,State Engineering College 74,2,8.7,10.0,2024,0,0,,4,South,15.51,0.19,1,1,1,5.25
Student_02075,MBA,University 75,2,7.35,10.0,2025,5,20,MNC,2,Central,21.37,0.26,1,1,1,10.46
Student_02076,Engineering,University 76,2,7.36,10.0,2024,1,3,PSU,3,East,16.86,0.2,1,1,1,6.17
Student_02077,Engineering,Regional Institute 77,2,8.07,10.0,2025,0,0,,3,South,14.42,0.17,1,1,1,6.67
Student_02078,Engineering,College of 78,3,4.95,10.0,2025,0,0,,0,East,10.31,0.12,0,0,1,
Student_02079,Engineering,College of 79,3,7.21,10.0,2025,2,8,PSU,3,South,10.43,0.13,0,0,1,
Student_02080,MBA,IIT 80,1,8.25,10.0,2024,2,6,MNC,2,West,29.34,0.35,1,1,1,17.14
Student_02081,Engineering,Regional Institute 81,2,7.52,10.0,2025,3,9,Startup,2,South,13.94,0.17,1,1,1,7.62
Student_02082,MBA,NIT 82,1,6.86,10.0,2024,1,4,Startup,3,South,27.66,0.33,1,1,1,14.14
Student_02083,MCA,University 83,2,8.6,10.0,2025,2,6,Startup,4,South,8.54,0.1,1,1,1,9.18
Student_02084,Engineering,State Engineering College 84,2,7.66,10.0,2025,0,0,,2,South,17.95,0.22,1,1,1,6.43
Student_02085,Engineering,University 85,2,7.56,10.0,2024,1,4,Startup,3,North,16.09,0.19,0,1,1,
Student_02086,Engineering,Institute of 86,3,5.09,10.0,2025,3,9,MNC,1,South,11.27,0.14,1,1,1,5.0
Student_02087,MBA,NIT 87,1,6.18,10.0,2024,1,2,Startup,1,East,24.6,0.3,1,1,1,11.29
Student_02088,Engineering,BITS 88,1,5.28,10.0,2026,1,3,NGO,2,South,24.58,0.29,1,1,1,5.55
Student_02089,MCA,IIT 89,1,8.99,10.0,2024,4,12,MNC,5,West,17.73,0.21,1,1,1,14.23
Student_02090,Engineering,College of 90,3,7.29,10.0,2025,2,6,MNC,1,West,12.57,0.15,1,1,1,3.87
Student_02091,MBA,State Engineering College 91,2,7.24,10.0,2026,3,6,MNC,2,West,17.48,0.21,1,1,1,10.42
Student_02092,MSc,NIT 92,1,6.62,10.0,2024,3,18,PSU,1,North,10.12,0.12,0,1,1,
Student_02093,Engineering,IIT 93,1,5.89,10.0,2025,0,0,,2,North,18.56,0.22,1,1,1,18.02
Student_02094,Engineering,State Engineering College 94,2,5.83,10.0,2026,1,3,MNC,0,North,12.19,0.15,1,1,1,5.02
Student_02095,Engineering,Academy of 95,3,8.36,10.0,2025,1,3,MNC,3,North,10.65,0.13,1,1,1,5.66
Student_02096,Engineering,BITS 96,1,6.11,10.0,2025,2,10,MNC,2,South,26.01,0.31,1,1,1,8.86
Student_02097,MCA,BITS 97,1,7.25,10.0,2026,1,6,NGO,4,East,15.75,0.19,1,1,1,8.6
Student_02098,MBA,University 98,2,5.96,10.0,2025,1,6,Startup,1,South,16.82,0.2,1,1,1,7.87
Student_02099,Engineering,Institute of 99,3,7.87,10.0,2025,1,5,Startup,1,South,11.09,0.13,0,1,1,
Student_02100,Engineering,State Engineering College 00,2,8.5,10.0,2025,1,6,MNC,4,West,13.35,0.16,1,1,1,9.25
Student_02101,MBA,Institute of 01,3,8.74,10.0,2024,4,16,NGO,4,Central,11.95,0.14,1,1,1,10.78
Student_02102,Engineering,College of 02,3,7.5,10.0,2025,0,0,,3,South,10.96,0.13,0,0,1,
Student_02103,MSc,Regional Institute 03,2,8.76,10.0,2025,2,12,MNC,4,Central,7.05,0.08,1,1,1,7.21
Student_02104,Engineering,State Engineering College 04,2,6.96,10.0,2025,0,0,,4,East,12.04,0.14,0,1,1,
Student_02105,Engineering,State Engineering College 05,2,4.0,10.0,2024,1,2,MNC,0,Central,16.67,0.2,1,1,1,6.44
Student_02106,MSc,IIT 06,1,7.09,10.0,2025,0,0,,1,West,9.75,0.12,1,1,1,4.59
Student_02107,MSc,NIT 07,1,6.83,10.0,2024,2,8,MNC,3,Central,11.7,0.14,1,1,1,6.99
Student_02108,Engineering,University 08,2,6.25,10.0,2025,2,6,PSU,1,Central,14.74,0.18,1,1,1,4.43
Student_02109,MBA,University 09,2,6.94,10.0,2024,2,12,PSU,1,North,19.91,0.24,1,1,1,6.73
Student_02110,MBA,Regional Institute 10,2,8.78,10.0,2026,2,10,Startup,4,West,21.13,0.25,1,1,1,15.06
Student_02111,MSc,College of 11,3,8.84,10.0,2026,2,12,Startup,5,South,4.55,0.05,1,1,1,3.53
Student_02112,Engineering,State Engineering College 12,2,6.46,10.0,2024,0,0,,0,West,12.65,0.15,0,0,0,
Student_02113,MBA,Regional Institute 13,2,5.36,10.0,2024,3,18,Startup,0,West,17.04,0.2,1,1,1,8.22
Student_02114,Engineering,University 14,2,7.16,10.0,2025,2,6,MNC,2,North,12.92,0.16,1,1,1,7.76
Student_02115,MBA,BITS 15,1,5.81,10.0,2026,1,5,Startup,0,South,27.17,0.33,1,1,1,7.55
Student_02116,MBA,State Engineering College 16,2,9.38,10.0,2026,3,15,MNC,5,East,20.34,0.24,1,1,1,9.81
Student_02117,Engineering,BITS 17,1,7.24,10.0,2025,1,4,Startup,2,South,18.9,0.23,1,1,1,11.25
Student_02118,Engineering,BITS 18,1,6.82,10.0,2025,1,5,MNC,1,West,22.96,0.28,1,1,1,12.93
Student_02119,Engineering,BITS 19,1,8.05,10.0,2024,1,4,Startup,3,North,22.92,0.28,1,1,1,14.92
Student_02120,MCA,College of 20,3,6.18,10.0,2024,2,12,PSU,2,South,7.9,0.09,0,1,1,
Student_02121,Engineering,University 21,2,6.99,10.0,2026,3,18,Startup,3,South,13.98,0.17,1,1,1,6.41
Student_02122,Engineering,College of 22,3,5.93,10.0,2024,4,20,MNC,0,South,10.34,0.12,0,1,1,
Student_02123,MSc,Regional Institute 23,2,7.44,10.0,2025,2,10,MNC,4,West,8.98,0.11,1,1,1,3.28
Student_02124,MCA,Regional Institute 24,2,10.0,10.0,2026,0,0,,5,West,9.53,0.11,1,1,1,5.54
Student_02125,Engineering,IIT 25,1,9.89,10.0,2024,3,18,Startup,5,North,18.53,0.22,1,1,1,19.22
Student_02126,Engineering,University 26,2,5.8,10.0,2024,1,4,PSU,3,West,15.73,0.19,0,1,1,
Student_02127,Engineering,Institute of 27,3,7.52,10.0,2025,2,6,Startup,5,North,11.2,0.13,0,1,1,
Student_02128,MCA,State Engineering College 28,2,9.22,10.0,2024,0,0,,4,North,9.04,0.11,1,1,1,8.3
Student_02129,Engineering,University 29,2,4.95,10.0,2026,2,8,Startup,0,East,12.13,0.15,0,0,1,
Student_02130,MCA,Institute of 30,3,5.94,10.0,2024,3,6,Startup,0,East,8.32,0.1,0,1,1,
Student_02131,Engineering,College of 31,3,7.72,10.0,2026,0,0,,2,East,9.5,0.11,0,0,1,
Student_02132,MSc,BITS 32,1,7.62,10.0,2025,1,3,Startup,2,North,12.03,0.14,1,1,1,11.19
Student_02133,Engineering,University 33,2,7.46,10.0,2024,2,6,MNC,0,South,13.47,0.16,1,1,1,7.07
Student_02134,MCA,State Engineering College 34,2,4.08,10.0,2025,0,0,,0,West,9.12,0.11,1,1,1,3.1
Student_02135,MSc,University 35,2,6.79,10.0,2024,0,0,,2,North,9.19,0.11,0,0,1,
Student_02136,MCA,Institute of 36,3,7.59,10.0,2024,3,6,Startup,4,West,8.25,0.1,1,1,1,3.0
Student_02137,Engineering,State Engineering College 37,2,6.66,10.0,2025,1,2,MNC,2,South,17.43,0.21,0,1,1,
Student_02138,MSc,University 38,2,8.63,10.0,2024,2,12,PSU,3,West,7.41,0.09,1,1,1,6.41
Student_02139,Engineering,University 39,2,8.4,10.0,2024,1,4,MNC,5,North,15.38,0.18,1,1,1,7.16
Student_02140,Engineering,Academy of 40,3,8.09,10.0,2025,0,0,,3,West,11.38,0.14,0,1,1,
Student_02141,MBA,BITS 41,1,8.38,10.0,2025,1,3,NGO,4,East,31.89,0.38,1,1,1,15.58
Student_02142,Engineering,Academy of 42,3,7.39,10.0,2026,2,4,PSU,3,Central,10.91,0.13,0,0,1,
Student_02143,MBA,IIT 43,1,8.34,10.0,2025,2,12,MNC,4,West,28.54,0.34,1,1,1,25.85
Student_02144,Engineering,NIT 44,1,6.61,10.0,2025,2,12,Startup,2,South,24.25,0.29,1,1,1,12.54
Student_02145,Engineering,NIT 45,1,4.85,10.0,2025,4,16,Startup,1,South,26.0,0.31,1,1,1,12.22
Student_02146,Engineering,College of 46,3,6.89,10.0,2025,1,5,PSU,3,South,9.04,0.11,0,1,1,
Student_02147,MBA,University 47,2,6.3,10.0,2025,0,0,,3,East,16.87,0.2,0,0,1,
Student_02148,Engineering,Regional Institute 48,2,8.33,10.0,2025,2,4,NGO,3,East,15.51,0.19,1,1,1,12.39
Student_02149,Engineering,NIT 49,1,7.1,10.0,2026,0,0,,2,West,23.05,0.28,0,1,1,
Student_02150,MSc,Regional Institute 50,2,8.3,10.0,2025,2,12,Startup,3,North,7.44,0.09,1,1,1,6.31
Student_02151,Engineering,University 51,2,6.32,10.0,2025,2,10,Startup,0,North,12.73,0.15,0,1,1,
Student_02152,MCA,College of 52,3,6.08,10.0,2024,0,0,,3,North,7.52,0.09,0,0,0,
Student_02153,MBA,Regional Institute 53,2,8.45,10.0,2025,1,2,Startup,3,West,23.05,0.28,1,1,1,9.48
Student_02154,MCA,IIT 54,1,6.6,10.0,2025,1,5,PSU,3,South,15.92,0.19,1,1,1,8.68
Student_02155,MBA,Regional Institute 55,2,5.74,10.0,2024,1,6,Startup,1,Central,22.86,0.27,1,1,1,6.18
Student_02156,Engineering,College of 56,3,7.66,10.0,2025,0,0,,2,South,9.64,0.12,0,1,1,
Student_02157,MBA,University 57,2,9.44,10.0,2025,2,6,Startup,5,Central,22.09,0.27,1,1,1,9.71
Student_02158,MBA,University 58,2,7.34,10.0,2025,1,3,NGO,2,East,16.86,0.2,1,1,1,8.85
Student_02159,MCA,University 59,2,8.68,10.0,2024,1,4,Startup,2,North,8.74,0.1,0,1,1,
Student_02160,MCA,State Engineering College 60,2,7.22,10.0,2024,4,8,PSU,4,South,9.43,0.11,1,1,1,7.4
Student_02161,MBA,Academy of 61,3,6.32,10.0,2025,1,2,PSU,3,South,16.18,0.19,1,1,1,4.5
Student_02162,MBA,University 62,2,8.41,10.0,2025,0,0,,5,East,18.08,0.22,1,1,1,9.0
Student_02163,MSc,Institute of 63,3,8.92,10.0,2026,2,8,PSU,2,North,5.4,0.06,1,1,1,5.18
Student_02164,MBA,State Engineering College 64,2,7.89,10.0,2026,0,0,,3,South,23.21,0.28,1,1,1,11.37
Student_02165,MBA,College of 65,3,7.43,10.0,2024,1,3,PSU,2,South,13.69,0.16,0,0,1,
Student_02166,Engineering,Regional Institute 66,2,6.92,10.0,2025,1,4,MNC,1,North,12.87,0.15,0,1,1,
Student_02167,Engineering,University 67,2,8.35,10.0,2024,2,8,MNC,5,Central,17.22,0.21,1,1,1,4.01
Student_02168,Engineering,Institute of 68,3,7.99,10.0,2024,0,0,,4,South,9.23,0.11,0,0,1,
Student_02169,Engineering,University 69,2,6.91,10.0,2024,1,5,MNC,2,North,14.11,0.17,1,1,1,10.54
Student_02170,MCA,State Engineering College 70,2,6.92,10.0,2026,0,0,,2,East,10.07,0.12,0,1,1,
Student_02171,Engineering,University 71,2,7.87,10.0,2026,0,0,,3,North,17.34,0.21,0,1,1,
Student_02172,MBA,Regional Institute 72,2,7.19,10.0,2026,2,8,NGO,1,North,21.61,0.26,1,1,1,8.45
Student_02173,Engineering,Academy of 73,3,7.22,10.0,2024,0,0,,5,West,10.2,0.12,0,0,1,
Student_02174,MBA,NIT 74,1,7.06,10.0,2025,0,0,,2,South,27.21,0.33,1,1,1,9.3
Student_02175,Engineering,Academy of 75,3,8.37,10.0,2025,0,0,,3,West,8.67,0.1,0,1,1,
Student_02176,Engineering,State Engineering College 76,2,7.56,10.0,2025,0,0,,3,North,14.17,0.17,1,1,1,6.73
Student_02177,Engineering,State Engineering College 77,2,8.42,10.0,2025,2,8,Startup,4,South,14.22,0.17,1,1,1,4.13
Student_02178,MBA,State Engineering College 78,2,7.51,10.0,2025,1,2,Startup,3,North,21.29,0.26,0,1,1,
Student_02179,Engineering,University 79,2,7.01,10.0,2026,1,5,MNC,3,South,17.94,0.22,0,1,1,
Student_02180,MBA,Regional Institute 80,2,7.13,10.0,2024,0,0,,2,North,21.38,0.26,0,0,1,
Student_02181,MBA,IIT 81,1,8.85,10.0,2026,0,0,,3,South,28.32,0.34,1,1,1,10.53
Student_02182,MCA,NIT 82,1,4.93,10.0,2025,1,6,PSU,2,South,13.37,0.16,1,1,1,4.71
Student_02183,Engineering,State Engineering College 83,2,6.5,10.0,2026,5,30,MNC,3,South,16.84,0.2,1,1,1,4.51
Student_02184,Engineering,IIT 84,1,6.12,10.0,2025,1,4,PSU,2,Central,26.94,0.32,1,1,1,12.92
Student_02185,Engineering,State Engineering College 85,2,7.2,10.0,2025,1,4,MNC,4,West,12.02,0.14,1,1,1,8.8
Student_02186,MBA,State Engineering College 86,2,6.8,10.0,2025,1,6,Startup,4,North,16.91,0.2,1,1,1,8.89
Student_02187,Engineering,Regional Institute 87,2,8.17,10.0,2026,1,3,Startup,4,East,16.82,0.2,1,1,1,8.0
Student_02188,Engineering,Regional Institute 88,2,6.7,10.0,2024,0,0,,3,West,12.97,0.16,0,0,1,
Student_02189,Engineering,University 89,2,6.38,10.0,2025,1,3,PSU,1,East,15.54,0.19,1,1,1,8.82
Student_02190,Engineering,Institute of 90,3,5.99,10.0,2024,0,0,,3,Central,12.38,0.15,0,1,1,
Student_02191,MBA,University 91,2,8.5,10.0,2025,0,0,,4,South,19.88,0.24,1,1,1,7.98
Student_02192,MBA,Institute of 92,3,7.13,10.0,2025,2,10,PSU,3,South,15.64,0.19,0,0,1,
Student_02193,MBA,NIT 93,1,9.34,10.0,2025,2,12,PSU,5,South,34.58,0.41,1,1,1,20.34
Student_02194,Engineering,IIT 94,1,7.11,10.0,2026,2,8,PSU,2,South,20.91,0.25,1,1,1,22.07
Student_02195,Engineering,University 95,2,7.16,10.0,2024,1,4,Startup,3,West,14.44,0.17,1,1,1,8.57
Student_02196,Engineering,State Engineering College 96,2,6.46,10.0,2026,1,6,Startup,1,West,14.22,0.17,0,1,1,
Student_02197,Engineering,Regional Institute 97,2,5.69,10.0,2025,0,0,,1,Central,15.97,0.19,0,1,1,
Student_02198,Engineering,Institute of 98,3,6.69,10.0,2026,3,18,PSU,2,East,11.1,0.13,0,1,1,
Student_02199,Engineering,State Engineering College 99,2,7.67,10.0,2025,1,5,Startup,4,South,16.53,0.2,1,1,1,9.6
Student_02200,MBA,University 00,2,6.56,10.0,2025,2,6,Startup,2,East,19.18,0.23,0,1,1,
Student_02201,MCA,Regional Institute 01,2,6.03,10.0,2025,6,24,NGO,2,West,11.87,0.14,1,1,1,4.78
Student_02202,MBA,Regional Institute 02,2,6.93,10.0,2026,0,0,,4,South,18.51,0.22,1,1,1,6.72
Student_02203,MSc,IIT 03,1,7.42,10.0,2024,2,10,MNC,1,North,13.44,0.16,1,1,1,4.77
Student_02204,MSc,Regional Institute 04,2,8.03,10.0,2025,1,4,NGO,3,North,7.63,0.09,1,1,1,4.51
Student_02205,Engineering,Institute of 05,3,8.82,10.0,2024,0,0,,4,East,11.1,0.13,1,1,1,3.0
Student_02206,Engineering,Institute of 06,3,8.78,10.0,2024,2,4,MNC,4,West,10.18,0.12,0,1,1,
Student_02207,Engineering,University 07,2,5.88,10.0,2026,3,6,MNC,2,North,13.01,0.16,1,1,1,6.71
Student_02208,MBA,NIT 08,1,10.0,10.0,2026,0,0,,5,West,35.93,0.43,1,1,1,19.13
Student_02209,Engineering,Regional Institute 09,2,6.77,10.0,2024,0,0,,3,East,16.05,0.19,0,0,1,
Student_02210,MCA,Institute of 10,3,8.66,10.0,2026,2,6,MNC,4,South,7.4,0.09,1,1,1,7.09
Student_02211,MBA,State Engineering College 11,2,7.82,10.0,2025,2,12,PSU,3,Central,19.79,0.24,1,1,1,17.47
Student_02212,MBA,Regional Institute 12,2,9.17,10.0,2025,0,0,,4,East,20.51,0.25,1,1,1,10.75
Student_02213,Engineering,University 13,2,9.12,10.0,2025,2,4,Startup,4,West,13.82,0.17,1,1,1,10.49
Student_02214,MCA,Institute of 14,3,8.63,10.0,2025,1,2,NGO,3,Central,7.95,0.1,1,1,1,4.37
Student_02215,Engineering,Institute of 15,3,6.57,10.0,2026,1,5,NGO,2,North,9.57,0.11,0,1,1,
Student_02216,Engineering,University 16,2,7.04,10.0,2025,0,0,,2,West,14.54,0.17,1,1,1,5.42
Student_02217,MSc,Regional Institute 17,2,5.55,10.0,2024,0,0,,3,Central,6.83,0.08,1,1,1,5.27
Student_02218,MSc,State Engineering College 18,2,5.3,10.0,2026,0,0,,1,West,8.76,0.11,0,1,1,
Student_02219,MSc,Academy of 19,3,6.71,10.0,2024,1,6,MNC,1,North,5.86,0.07,0,0,1,
Student_02220,Engineering,Regional Institute 20,2,9.49,10.0,2025,1,6,MNC,5,South,17.24,0.21,0,1,1,
Student_02221,MCA,State Engineering College 21,2,7.55,10.0,2026,1,3,Startup,2,South,9.86,0.12,1,1,1,6.76
Student_02222,Engineering,Institute of 22,3,7.75,10.0,2026,1,3,Startup,4,South,10.93,0.13,1,1,1,4.21
Student_02223,Engineering,BITS 23,1,7.9,10.0,2024,4,8,PSU,4,East,20.91,0.25,1,1,1,8.97
Student_02224,Engineering,College of 24,3,7.86,10.0,2025,2,6,Startup,1,Central,10.08,0.12,1,1,1,5.4
Student_02225,Engineering,Academy of 25,3,7.36,10.0,2025,5,15,MNC,2,Central,12.6,0.15,1,1,1,4.63
Student_02226,MBA,Regional Institute 26,2,7.31,10.0,2024,2,12,MNC,3,East,22.81,0.27,1,1,1,5.89
Student_02227,MCA,NIT 27,1,7.05,10.0,2025,2,12,MNC,2,North,14.33,0.17,1,1,1,6.25
Student_02228,MBA,College of 28,3,6.68,10.0,2026,1,2,Startup,3,South,11.68,0.14,0,1,1,
Student_02229,MBA,State Engineering College 29,2,8.07,10.0,2026,3,6,NGO,4,East,18.43,0.22,1,1,1,15.72
Student_02230,MCA,Regional Institute 30,2,6.5,10.0,2025,3,9,MNC,4,South,8.86,0.11,1,1,1,5.6
Student_02231,Engineering,Academy of 31,3,9.38,10.0,2026,0,0,,4,North,12.48,0.15,0,0,1,
Student_02232,MBA,NIT 32,1,6.49,10.0,2025,1,4,Startup,3,West,31.57,0.38,1,1,1,13.2
Student_02233,MBA,Regional Institute 33,2,7.81,10.0,2026,0,0,,3,West,16.96,0.2,0,1,1,
Student_02234,Engineering,NIT 34,1,7.48,10.0,2024,2,8,Startup,1,North,20.89,0.25,1,1,1,11.55
Student_02235,Engineering,University 35,2,9.0,10.0,2025,1,5,NGO,4,South,17.41,0.21,1,1,1,9.58
Student_02236,MCA,University 36,2,9.28,10.0,2026,1,4,PSU,3,East,8.64,0.1,0,1,1,
Student_02237,Engineering,NIT 37,1,7.42,10.0,2025,3,12,Startup,2,West,21.32,0.26,1,1,1,8.77
Student_02238,MBA,State Engineering College 38,2,8.61,10.0,2024,3,12,MNC,3,North,23.51,0.28,1,1,1,4.74
Student_02239,MSc,University 39,2,7.24,10.0,2026,5,15,MNC,2,West,8.8,0.11,1,1,1,6.03
Student_02240,MCA,Institute of 40,3,9.65,10.0,2025,1,3,Startup,5,North,7.09,0.09,1,1,1,7.99
Student_02241,MSc,Institute of 41,3,7.79,10.0,2025,3,12,NGO,3,South,4.96,0.06,1,1,1,3.0
Student_02242,Engineering,Regional Institute 42,2,5.79,10.0,2025,1,4,MNC,0,South,14.87,0.18,0,1,1,
Student_02243,Engineering,College of 43,3,10.0,10.0,2026,4,16,MNC,5,South,10.45,0.13,1,1,1,4.57
Student_02244,MBA,BITS 44,1,7.41,10.0,2024,1,2,MNC,4,North,33.17,0.4,1,1,1,17.14
Student_02245,Engineering,NIT 45,1,9.4,10.0,2024,2,4,NGO,4,North,20.29,0.24,1,1,1,13.3
Student_02246,MBA,BITS 46,1,7.33,10.0,2026,1,4,MNC,2,Central,25.82,0.31,1,1,1,13.42
Student_02247,Engineering,Regional Institute 47,2,8.2,10.0,2026,0,0,,3,East,14.78,0.18,1,1,1,4.62
Student_02248,Engineering,Institute of 48,3,9.92,10.0,2026,2,6,MNC,5,South,8.84,0.11,1,1,1,4.65
Student_02249,Engineering,Academy of 49,3,5.85,10.0,2025,3,18,PSU,0,South,9.05,0.11,1,1,1,3.0
Student_02250,Engineering,College of 50,3,7.77,10.0,2026,2,10,NGO,1,South,9.14,0.11,1,1,1,6.75
Student_02251,Engineering,State Engineering College 51,2,7.29,10.0,2026,2,6,Startup,4,East,15.16,0.18,1,1,1,6.08
Student_02252,Engineering,University 52,2,7.62,10.0,2026,4,8,PSU,3,Central,16.89,0.2,1,1,1,12.13
Student_02253,Engineering,Academy of 53,3,6.3,10.0,2026,2,8,Startup,1,North,10.44,0.13,0,1,1,
Student_02254,MBA,Regional Institute 54,2,8.25,10.0,2024,0,0,,4,East,16.92,0.2,0,1,1,
Student_02255,Engineering,Regional Institute 55,2,6.21,10.0,2025,0,0,,0,North,16.56,0.2,0,0,1,
Student_02256,MBA,University 56,2,9.52,10.0,2025,1,3,PSU,5,West,16.95,0.2,1,1,1,11.28
Student_02257,Engineering,BITS 57,1,5.86,10.0,2025,1,3,Startup,3,East,25.48,0.31,1,1,1,7.57
Student_02258,MSc,Academy of 58,3,9.62,10.0,2025,2,6,MNC,5,North,4.63,0.06,1,1,1,6.08
Student_02259,Engineering,IIT 59,1,9.18,10.0,2026,2,10,NGO,4,East,18.66,0.22,1,1,1,12.81
Student_02260,MCA,College of 60,3,7.62,10.0,2024,1,6,MNC,2,North,7.78,0.09,0,0,1,
Student_02261,Engineering,IIT 61,1,7.77,10.0,2026,2,4,NGO,5,West,22.35,0.27,1,1,1,17.64
Student_02262,MBA,Academy of 62,3,6.77,10.0,2026,0,0,,1,South,16.56,0.2,0,0,0,
Student_02263,Engineering,University 63,2,7.8,10.0,2025,0,0,,3,East,15.24,0.18,1,1,1,12.6
Student_02264,Engineering,NIT 64,1,8.79,10.0,2026,1,2,PSU,5,West,23.04,0.28,1,1,1,17.75
Student_02265,MBA,College of 65,3,7.06,10.0,2024,2,12,MNC,1,West,11.63,0.14,0,0,1,
Student_02266,MBA,State Engineering College 66,2,9.38,10.0,2025,1,4,MNC,5,North,19.99,0.24,1,1,1,7.0
Student_02267,Engineering,State Engineering College 67,2,9.09,10.0,2025,1,5,Startup,5,South,15.45,0.19,1,1,1,9.41
Student_02268,MBA,State Engineering College 68,2,6.77,10.0,2026,1,5,Startup,1,Central,21.31,0.26,0,1,1,
Student_02269,Engineering,University 69,2,5.89,10.0,2025,1,2,Startup,2,North,12.95,0.16,0,1,1,
Student_02270,Engineering,Regional Institute 70,2,9.0,10.0,2025,0,0,,4,West,16.57,0.2,1,1,1,12.68
Student_02271,MBA,Institute of 71,3,8.18,10.0,2024,0,0,,3,West,13.51,0.16,1,1,1,7.64
Student_02272,MCA,Institute of 72,3,8.54,10.0,2024,4,16,PSU,5,North,7.23,0.09,1,1,1,4.39
Student_02273,Engineering,Academy of 73,3,9.15,10.0,2026,0,0,,4,Central,11.9,0.14,1,1,1,5.54
Student_02274,Engineering,State Engineering College 74,2,6.81,10.0,2024,0,0,,4,South,15.75,0.19,0,0,1,
Student_02275,MCA,University 75,2,6.16,10.0,2025,0,0,,2,South,10.8,0.13,0,0,1,
Student_02276,Engineering,State Engineering College 76,2,7.83,10.0,2024,4,8,Startup,4,North,13.08,0.16,1,1,1,8.56
Student_02277,MCA,BITS 77,1,8.26,10.0,2025,0,0,,4,North,14.18,0.17,1,1,1,12.2
Student_02278,MBA,NIT 78,1,5.93,10.0,2024,2,8,PSU,2,Central,27.73,0.33,1,1,1,9.84
Student_02279,Engineering,Regional Institute 79,2,6.52,10.0,2025,1,6,NGO,2,South,17.76,0.21,0,1,1,
Student_02280,Engineering,Regional Institute 80,2,7.72,10.0,2026,2,8,Startup,2,South,12.4,0.15,1,1,1,8.46
Student_02281,MSc,Regional Institute 81,2,6.66,10.0,2024,1,4,Startup,2,Central,8.09,0.1,0,1,1,
Student_02282,Engineering,College of 82,3,8.25,10.0,2025,3,15,MNC,4,East,9.1,0.11,1,1,1,6.14
Student_02283,Engineering,University 83,2,6.54,10.0,2026,3,12,NGO,4,North,17.99,0.22,1,1,1,6.03
Student_02284,Engineering,College of 84,3,7.52,10.0,2025,1,6,MNC,5,South,12.24,0.15,0,1,1,
Student_02285,Engineering,Academy of 85,3,7.48,10.0,2025,1,2,MNC,2,Central,9.35,0.11,1,1,1,5.0
Student_02286,Engineering,Regional Institute 86,2,8.11,10.0,2024,1,6,MNC,3,West,16.56,0.2,1,1,1,5.56
Student_02287,Engineering,NIT 87,1,7.64,10.0,2026,0,0,,1,South,25.37,0.3,1,1,1,10.64
Student_02288,MCA,Regional Institute 88,2,7.72,10.0,2026,0,0,,2,South,8.71,0.1,0,1,1,
Student_02289,MSc,University 89,2,7.1,10.0,2025,1,2,PSU,2,North,9.15,0.11,1,1,1,3.0
Student_02290,Engineering,NIT 90,1,8.24,10.0,2026,1,3,Startup,4,South,23.88,0.29,1,1,1,15.52
Student_02291,Engineering,College of 91,3,7.6,10.0,2026,3,12,MNC,3,North,8.83,0.11,1,1,1,5.16
Student_02292,MBA,State Engineering College 92,2,6.74,10.0,2024,1,4,Startup,2,South,16.34,0.2,1,1,1,7.29
Student_02293,Engineering,State Engineering College 93,2,9.79,10.0,2025,1,5,MNC,5,South,16.06,0.19,1,1,1,4.94
Student_02294,MBA,Academy of 94,3,8.56,10.0,2025,1,6,MNC,4,North,12.38,0.15,1,1,1,5.67
Student_02295,MBA,IIT 95,1,8.47,10.0,2025,1,6,NGO,3,South,34.15,0.41,1,1,1,13.45
Student_02296,Engineering,Regional Institute 96,2,9.42,10.0,2026,1,2,MNC,4,North,16.66,0.2,1,1,1,11.56
Student_02297,Engineering,University 97,2,9.42,10.0,2024,2,10,PSU,5,South,17.01,0.2,1,1,1,9.23
Student_02298,MBA,Regional Institute 98,2,8.77,10.0,2024,2,8,NGO,3,North,19.48,0.23,1,1,1,8.9
Student_02299,MSc,University 99,2,6.3,10.0,2025,1,2,MNC,0,South,7.47,0.09,1,1,1,4.65
Student_02300,MBA,IIT 00,1,5.22,10.0,2025,5,10,MNC,2,North,26.24,0.31,1,1,1,12.63
Student_02301,Engineering,Institute of 01,3,8.91,10.0,2026,1,4,PSU,5,East,8.79,0.11,0,1,1,
